start_nodeid,end_nodeid,distance,longitude_x,latitude_x,elevation_x,longitude_y,latitude_y,elevation_y,mean_longitude,mean_latitude,mean_elevation,norm_longitude_x,norm_longitude_y,norm_longitude,norm_latitude_x,norm_latitude_y,norm_latitude
3225,3226,0.010979,-119.818161,37.667381,615,-119.807426,37.665077,524,-119.8127935,37.666229,569.5,0.36372215578125766,0.36551172748765337,0.3646169416344555,0.61122103036088,0.6108370213366675,0.6110290258487738
3226,3227,0.004923,-119.807426,37.665077,524,-119.802567,37.665863,666,-119.8049965,37.66547,595.0,0.36551172748765337,0.36632174415476076,0.3659167358212071,0.6108370213366675,0.6109680244152408,0.6109025228759541
3227,3228,0.018285,-119.802567,37.665863,666,-119.787682,37.676483,658,-119.7951245,37.671173,662.0,0.36632174415476076,0.36880313911048446,0.36756244163262264,0.6109680244152408,0.6127380660112176,0.6118530452132291
3228,3229,0.018963,-119.787682,37.676483,658,-119.76944,37.681664,922,-119.778561,37.6790735,790.0,0.36880313911048446,0.37184416072837745,0.37032364991943095,0.6127380660112176,0.6136015863039445,0.6131698261575811
3229,3230,0.027736,-119.76944,37.681664,922,-119.741928,37.685188,1367,-119.755684,37.683426,1144.5,0.37184416072837745,0.37643053211043387,0.37413734641940566,0.6136015863039445,0.6141889334399353,0.6138952598719398
3230,3231,0.006574,-119.741928,37.685188,1367,-119.736893,37.689415,1306,-119.7394105,37.6873015,1336.5,0.37643053211043387,0.37726988875148804,0.37685021043096095,0.6141889334399353,0.6148934499960744,0.6145411917180048
3231,3232,0.012836,-119.736893,37.689415,1306,-119.729156,37.699657,1253,-119.7330245,37.694536,1279.5,0.37726988875148804,0.37855968067439183,0.37791478471293993,0.6148934499960744,0.616600490111518,0.6157469700537962
3234,3235,0.009477,-117.908348,37.488846,1537,-117.917824,37.489029,1537,-117.913086,37.488937500000006,1537.0,0.6820963811475987,0.6805166902775664,0.6813065357125826,0.5814644977490309,0.5814949984657977,0.5814797481074143
3234,3243,0.021517,-117.908348,37.488846,1537,-117.886833,37.489178,1537,-117.8975905,37.489012,1537.0,0.6820963811475987,0.6856830262582767,0.6838897037029377,0.5814644977490309,0.5815198323827281,0.5814921650658795
3234,3819,0.020922,-117.908348,37.488846,1537,-117.909866,37.467979,1563,-117.909107,37.478412500000005,1550.0,0.6820963811475987,0.6818433238723037,0.6819698525099512,0.5814644977490309,0.577986582684693,0.579725540216862
3235,3236,0.050458,-117.917824,37.489029,1537,-117.944656,37.531761,1527,-117.93124,37.510395,1532.0,0.6805166902775664,0.6760436778857619,0.6782801840816641,0.5814949984657977,0.5886171658367311,0.5850560821512644
3236,3237,0.072401,-117.944656,37.531761,1527,-117.989517,37.588589,1509,-117.9670865,37.560175,1518.0,0.6760436778857619,0.6685651519127147,0.6723044148992383,0.5886171658367311,0.5980887217516277,0.5933529437941794
3238,3245,0.003959,-120.864853,37.487244,29,-120.862671,37.48394,28,-120.863762,37.485592,28.5,0.1892339966279039,0.1895977456230916,0.18941587112549774,0.5811974914743825,0.580646811866745,0.5809221516705638
3239,3240,0.000958,-120.847321,37.48682,29,-120.84729,37.485863,29,-120.8473055,37.4863415,29.0,0.1921566581236229,0.19216182595994197,0.19215924204178242,0.5811268231470109,0.5809673193986729,0.5810470712728419
3240,3272,0.008631,-120.84729,37.485863,29,-120.846977,37.477238,32,-120.8471335,37.4815505,30.5,0.19216182595994197,0.19221400443633807,0.19218791519814002,0.5809673193986729,0.5795297856166287,0.5802485525076508
3241,3242,0.012292,-117.8591,37.490562,1553,-117.870438,37.485813,1546,-117.864769,37.4881875,1549.5,0.6903062393121642,0.6884161448541194,0.6893611920831417,0.581750504470188,0.5809589858695013,0.5813547451698446
3242,3244,0.007515,-117.870438,37.485813,1546,-117.87735,37.488762,1542,-117.873894,37.4872875,1544.0,0.6884161448541194,0.6872638840590904,0.6878400144566049,0.5809589858695013,0.581450497420023,0.5812047416447621
3243,3244,0.009492,-117.886833,37.489178,1537,-117.87735,37.488762,1542,-117.8820915,37.48897,1539.5,0.6856830262582767,0.6872638840590904,0.6864734551586835,0.5815198323827281,0.581450497420023,0.5814851649013755
3242,3290,0.038125,-117.870438,37.485813,1546,-117.834793,37.472286,1579,-117.8526155,37.4790495,1562.5,0.6884161448541194,0.6943583231004605,0.69138723397729,0.5809589858695013,0.5787044328875057,0.5798317093785035
3245,3273,0.001498,-120.862671,37.48394,28,-120.861847,37.482689,30,-120.862259,37.4833145,29.0,0.1895977456230916,0.1897351100465742,0.1896664278348329,0.580646811866745,0.5804383069668806,0.5805425594168128
3272,3273,0.015837,-120.846977,37.477238,32,-120.861847,37.482689,30,-120.854412,37.4799635,31.0,0.19221400443633807,0.1897351100465742,0.19097455724145612,0.5795297856166287,0.5804383069668806,0.5799840462917547
3246,3247,0.019889,-120.132294,37.567017,683,-120.151466,37.572308,850,-120.14188,37.5696625,766.5,0.31135480330381393,0.3081587465963129,0.30975677495006343,0.5944933039259757,0.5953751579828792,0.5949342309544274
3247,3248,0.015884,-120.151466,37.572308,850,-120.165253,37.564419,721,-120.1583595,37.5683635,785.5,0.3081587465963129,0.30586039306896323,0.30700956983263805,0.5953751579828792,0.5940602937502366,0.5947177258665579
3248,3249,0.007882,-120.165253,37.564419,721,-120.171379,37.55946,548,-120.168316,37.5619395,634.5,0.30586039306896323,0.3048391619303164,0.3053497774996398,0.5940602937502366,0.5932337743270303,0.5936470340386335
3249,3250,0.007526,-120.171379,37.55946,548,-120.176628,37.554066,482,-120.1740035,37.556763,515.0,0.3048391619303164,0.3039641305482149,0.3044016462392657,0.5932337743270303,0.5923347532000334,0.5927842637635319
3250,3251,0.015668,-120.176628,37.554066,482,-120.190422,37.546635,408,-120.183525,37.5503505,445.0,0.3039641305482149,0.30166461009008383,0.3028143703191494,0.5923347532000334,0.5910962240945999,0.5917154886473166
3251,3252,0.03795,-120.190422,37.546635,408,-120.219933,37.522774,315,-120.2051775,37.5347045,361.5,0.30166461009008383,0.296744996617568,0.29920480335382593,0.5910962240945999,0.5871192973034864,0.5891077606990431
3252,3253,0.006163,-120.219933,37.522774,315,-120.225906,37.521259,303,-120.2229195,37.5220165,309.0,0.296744996617568,0.29574927125172734,0.29624713393464763,0.5871192973034864,0.5868667913695973,0.5869930443365419
3253,3254,0.009499,-120.225906,37.521259,303,-120.235336,37.520119,289,-120.230621,37.520689,296.0,0.29574927125172734,0.29417724878397394,0.29496326001785067,0.5868667913695973,0.5866767869044925,0.586771789137045
3254,3255,0.005377,-120.235336,37.520119,289,-120.238029,37.515465,342,-120.2366825,37.517792,315.5,0.29417724878397394,0.29372831384169973,0.29395278131283686,0.5866767869044925,0.5859011020092304,0.5862889444568615
3255,3256,0.00573,-120.238029,37.515465,342,-120.237801,37.509739,277,-120.237915,37.512602,309.5,0.29372831384169973,0.2937663224443123,0.29374731814300603,0.5859011020092304,0.5849467462485375,0.5854239241288839
3256,3257,0.006537,-120.237801,37.509739,277,-120.23555,37.503601,277,-120.2366755,37.50667,277.0,0.2937663224443123,0.2941415740429243,0.2939539482436183,0.5849467462485375,0.5839237222074725,0.584435234228005
3257,3258,0.004523,-120.23555,37.503601,277,-120.232819,37.499996,260,-120.2341845,37.50179850000001,268.5,0.2941415740429243,0.2945968437523014,0.29436920889761287,0.5839237222074725,0.583322874754224,0.5836232984808483
3258,3259,0.007917,-120.232819,37.499996,260,-120.240173,37.497066,276,-120.236496,37.498531,268.0,0.2945968437523014,0.29337089961361257,0.293983871682957,0.583322874754224,0.5828345299447866,0.5830787023495052
3259,3260,0.032371,-120.240173,37.497066,276,-120.268547,37.481483,247,-120.25436,37.48927449999999,261.5,0.29337089961361257,0.2886408290409731,0.2910058643272928,0.5828345299447866,0.580237302243269,0.5815359160940278
3260,3261,0.008079,-120.268547,37.481483,247,-120.276611,37.481972,194,-120.272579,37.4817275,220.5,0.2886408290409731,0.287296524780108,0.2879686769105405,0.580237302243269,0.5803188041585643,0.5802780532009166
3261,3262,0.011642,-120.276611,37.481972,194,-120.28688,37.487457,177,-120.2817455,37.4847145,185.5,0.287296524780108,0.2855846373229145,0.28644058105151127,0.5803188041585643,0.5812329923086524,0.5807758982336084
3262,3263,0.021398,-120.28688,37.487457,177,-120.306992,37.494766,146,-120.296936,37.4911115,161.5,0.2855846373229145,0.28223187848183057,0.2839082579023725,0.5812329923086524,0.5824511876029085,0.5818420899557805
3263,3264,0.008483,-120.306992,37.494766,146,-120.312424,37.501282,154,-120.309708,37.498024,150.0,0.28223187848183057,0.28132634019499847,0.28177910933841455,0.5824511876029085,0.583537213124509,0.5829942003637087
3264,3265,0.018221,-120.312424,37.501282,154,-120.31488,37.519337,136,-120.313652,37.510309500000005,145.0,0.28132634019499847,0.2809169141949122,0.28112162719495537,0.583537213124509,0.5865464505082537,0.5850418318163814
3265,3266,0.008344,-120.31488,37.519337,136,-120.320862,37.525154,120,-120.317871,37.5222455,128.0,0.2809169141949122,0.2799196884894937,0.28041830134220297,0.5865464505082537,0.5875159732920392,0.5870312119001464
3266,3267,0.005199,-120.320862,37.525154,120,-120.32605,37.525486,120,-120.323456,37.52532,120.0,0.2799196884894937,0.27905482607563575,0.27948725728256474,0.5875159732920392,0.5875713079257364,0.5875436406088879
3267,3268,0.026767,-120.32605,37.525486,120,-120.352654,37.522537,103,-120.339352,37.5240115,111.5,0.27905482607563575,0.2746198222864438,0.2768373241810398,0.5875713079257364,0.5870797963752148,0.5873255521504757
3268,3269,0.02009,-120.352654,37.522537,103,-120.372742,37.522266,108,-120.362698,37.5224015,105.5,0.2746198222864438,0.27127106435089754,0.27294544331867066,0.5870797963752148,0.5870346286471069,0.5870572125111608
3271,3274,0.027819,-120.642273,37.479168,67,-120.614601,37.476307,78,-120.628437,37.4777375,72.5,0.2263390614075646,0.23095210549321094,0.22864558345038777,0.5798514598426399,0.5793746153034595,0.5796130375730497
3271,3659,0.047662,-120.642273,37.479168,67,-120.603722,37.451141,46,-120.6229975,37.4651545,56.5,0.2263390614075646,0.23276568263283495,0.2295523720201998,0.5798514598426399,0.5751801834009767,0.5775158216218083
3658,3659,0.013796,-120.590134,37.448753,61,-120.603722,37.451141,46,-120.596928,37.449947,53.5,0.2350308619850948,0.23276568263283495,0.23389827230896487,0.5747821740477574,0.5751801834009767,0.574981178724367
3272,3341,0.020948,-120.846977,37.477238,32,-120.827103,37.470619,32,-120.83704,37.4739285,32.0,0.19221400443633807,0.19552708763083468,0.1938705460335864,0.5795297856166287,0.578426593024936,0.5789781893207824
3340,3341,0.018893,-120.809837,37.462948,40,-120.827103,37.470619,32,-120.81847,37.4667835,36.0,0.19840540575683588,0.19552708763083468,0.19696624669383528,0.5771480629794796,0.578426593024936,0.5777873280022079
3272,3649,0.007202,-120.846977,37.477238,32,-120.846313,37.470066,32,-120.846645,37.473652,32.0,0.19221400443633807,0.19232469615623074,0.1922693502962844,0.5795297856166287,0.5783344241923024,0.5789321049044656
3648,3649,0.089222,-120.846092,37.380844,31,-120.846313,37.470066,32,-120.8462025,37.425455,31.5,0.19236153782806184,0.19232469615623074,0.1923431169921463,0.5634637413979234,0.5783344241923024,0.5708990827951129
3274,3275,0.022086,-120.614601,37.476307,78,-120.592552,37.477585,65,-120.6035765,37.476946,71.5,0.23095210549321094,0.2346277707521138,0.23278993812266235,0.5793746153034595,0.579587620309077,0.5794811178062682
3275,3276,0.014101,-120.592552,37.477585,65,-120.57856,37.479336,70,-120.585556,37.4784605,67.5,0.2346277707521138,0.2369602986809353,0.23579403471652455,0.579587620309077,0.5798794605006558,0.5797335404048664
3276,3277,0.029963,-120.57856,37.479336,70,-120.552193,37.493568,57,-120.5653765,37.486452,63.5,0.2369602986809353,0.24135579352793457,0.23915804610443492,0.5798794605006558,0.5822515162439656,0.5810654883723108
3277,3278,0.014924,-120.552193,37.493568,57,-120.537292,37.494419,57,-120.5447425,37.4939935,57.0,0.24135579352793457,0.2438398557540199,0.24259782464097723,0.5822515162439656,0.5823933529104602,0.5823224345772129
3278,3279,0.033035,-120.537292,37.494419,57,-120.504257,37.49437,67,-120.5207745,37.4943945,62.0,0.2438398557540199,0.24934693552307396,0.24659339563854693,0.5823933529104602,0.5823851860518728,0.5823892694811665
3279,3280,0.016821,-120.504257,37.49437,67,-120.48774,37.497551,67,-120.4959985,37.4959605,67.0,0.24934693552307396,0.25210039205540136,0.25072366378923766,0.5823851860518728,0.5829153651777487,0.5826502756148108
3280,3281,0.009879,-120.48774,37.497551,67,-120.478401,37.500774,71,-120.4830705,37.4991625,69.0,0.25210039205540136,0.2536572444229867,0.252878818239194,0.5829153651777487,0.5834525444681283,0.5831839548229385
3281,3282,0.024223,-120.478401,37.500774,71,-120.461327,37.517956,78,-120.469864,37.509365,74.5,0.2536572444229867,0.25650355530468427,0.25508039986383546,0.5834525444681283,0.5863162784325429,0.5848844114503355
3284,3289,0.007706,-119.962761,37.472889,674,-119.970284,37.47456,724,-119.9665225,37.4737245,699.0,0.33961669991308,0.33836258273122355,0.3389896413221518,0.5788049352493121,0.579083441794215,0.5789441885217635
3288,3289,0.018379,-119.985863,37.48431,760,-119.970284,37.47456,724,-119.9780735,37.479435,742.0,0.33576549492368507,0.33836258273122355,0.3370640388274543,0.5807084799826131,0.579083441794215,0.579895960888414
3284,3574,0.002347,-119.962761,37.472889,674,-119.960449,37.472481,687,-119.961605,37.472685,680.5,0.33961669991308,0.34000212047993555,0.3398094101965078,0.5788049352493121,0.5787369336512745,0.5787709344502934
3573,3574,0.01451,-119.948662,37.46402,543,-119.960449,37.472481,687,-119.9545555,37.4682505,615.0,0.3419670652124264,0.34000212047993555,0.340984592846181,0.5773267338449117,0.5787369336512745,0.5780318337480932
3286,3287,0.005134,-120.0,37.484608,658,-119.99511,37.486172,683,-119.997555,37.48539,670.5,0.3334087948572358,0.3342239793606623,0.333816387108949,0.580758147816474,0.5810188206089516,0.5808884842127128
3286,3704,0.011838,-120.0,37.484608,658,-120.011276,37.481003,614,-120.005638,37.4828055,636.0,0.3334087948572358,0.33152903607183154,0.33246891546453367,0.580758147816474,0.5801573003632254,0.5804577240898496
3703,3704,0.010574,-120.02169,37.482834,610,-120.011276,37.481003,614,-120.016483,37.4819185,612.0,0.329792976477008,0.33152903607183154,0.33066100627441974,0.5804624742014766,0.5801573003632254,0.580309887282351
3287,3288,0.009432,-119.99511,37.486172,683,-119.985863,37.48431,760,-119.9904865,37.485241,721.5,0.3342239793606623,0.33576549492368507,0.33499473714217365,0.5810188206089516,0.5807084799826131,0.5808636502957824
3291,3292,0.019765,-121.052208,37.493076,12,-121.071159,37.498688,11,-121.0616835,37.495882,11.5,0.15800109424766576,0.15484187921199583,0.1564214867298308,0.5821695143169202,0.5831048696311033,0.5826371919740118
3292,3293,0.008867,-121.071159,37.498688,11,-121.079651,37.496136,12,-121.075405,37.497412,11.5,0.15484187921199583,0.15342622546903134,0.15413405234051358,0.5831048696311033,0.5826795263022014,0.5828921979666524
3293,3294,0.054698,-121.079651,37.496136,12,-121.128159,37.47086,31,-121.103905,37.483498,21.5,0.15342622546903134,0.14533972855856422,0.14938297701379777,0.5826795263022014,0.5784667606355419,0.5805731434688717
3294,3305,0.022512,-121.128159,37.47086,31,-121.141891,37.488697,29,-121.135025,37.4797785,30.0,0.14533972855856422,0.1430505437730737,0.14419513616581897,0.5784667606355419,0.5814396638321004,0.5799532122338211
3304,3305,0.009701,-121.139793,37.498169,28,-121.141891,37.488697,29,-121.140842,37.493433,28.5,0.14340028959887954,0.1430505437730737,0.1432254166859766,0.5830183675983048,0.5814396638321004,0.5822290157152026
3294,3336,0.007909,-121.128159,37.47086,31,-121.123817,37.464249,29,-121.125988,37.467554500000006,30.0,0.14533972855856422,0.1460635590521983,0.14570164380538125,0.5784667606355419,0.5773649014085169,0.5779158310220294
3295,3296,0.02213,-121.284851,37.63279,27,-121.269341,37.617004,27,-121.277096,37.624897,27.0,0.11921848311667811,0.121804068320797,0.12051127571873756,0.605455728209613,0.6028246663796603,0.6041401972946366
3296,3297,0.009541,-121.269341,37.617004,27,-121.267403,37.607662,29,-121.268372,37.612333,28.0,0.121804068320797,0.12212714144301293,0.12196560488190497,0.6028246663796603,0.6012676297892997,0.60204614808448
3297,3298,0.077375,-121.267403,37.607662,29,-121.209747,37.556061,27,-121.238575,37.5818615,28.0,0.12212714144301293,0.13173865018115874,0.12693289581208583,0.6012676297892997,0.5926672610139672,0.5969674454016334
3298,3299,0.005982,-121.209747,37.556061,27,-121.206047,37.551361,26,-121.207897,37.553711,26.5,0.13173865018115874,0.1323554564516438,0.13204705331640126,0.5926672610139672,0.591883909271868,0.5922755851429176
3299,3300,0.009492,-121.206047,37.551361,26,-121.198303,37.545872,28,-121.202175,37.5486165,27.0,0.1323554564516438,0.13364641530533142,0.1330009358784876,0.591883909271868,0.5909690544394465,0.5914264818556572
3300,3301,0.00399,-121.198303,37.545872,28,-121.195831,37.54274,27,-121.197067,37.544306000000006,27.5,0.13364641530533142,0.1340585085757745,0.13385246194055295,0.5909690544394465,0.590447042172158,0.5907080483058023
3301,3302,0.019916,-121.195831,37.54274,27,-121.180794,37.529682,31,-121.1883125,37.536211,29.0,0.1340585085757745,0.13656524259990738,0.13531187558784094,0.590447042172158,0.5882706576937894,0.5893588499329737
3302,3303,0.007546,-121.180794,37.529682,31,-121.173279,37.528999,30,-121.1770365,37.5293405,30.5,0.13656524259990738,0.13781802614658548,0.13719163437324644,0.5882706576937894,0.5881568216853095,0.5882137396895495
3303,3304,0.045517,-121.173279,37.528999,30,-121.139793,37.498169,28,-121.156536,37.513584,29.0,0.13781802614658548,0.14340028959887954,0.1406091578727325,0.5881568216853095,0.5830183675983048,0.5855875946418072
3306,3307,0.018003,-118.919113,37.470158,3351,-118.930054,37.484455,3191,-118.9245835,37.4773065,3271.0,0.513597410880663,0.5117734980683961,0.5126854544745296,0.5783497578859766,0.5807326472172092,0.5795412025515929
3306,3745,0.011695,-118.919113,37.470158,3351,-118.918839,37.458466,3181,-118.918976,37.464312,3266.0,0.513597410880663,0.5136430878855569,0.5136202493831099,0.5783497578859766,0.5764010454245677,0.5773754016552721
3307,3308,0.007471,-118.930054,37.484455,3191,-118.933067,37.491291,2811,-118.9315605,37.48787299999999,3001.0,0.5117734980683961,0.5112712177189443,0.5115223578936703,0.5807326472172092,0.581872007325505,0.5813023272713571
3308,3309,0.004583,-118.933067,37.491291,2811,-118.933182,37.495872,3019,-118.9331245,37.4935815,2915.0,0.5112712177189443,0.5112520467132388,0.5112616322160916,0.581872007325505,0.582635525268177,0.582253766296841
3309,3310,0.012308,-118.933182,37.495872,3019,-118.925941,37.505825,3125,-118.9295615,37.5008485,3072.0,0.5112520467132388,0.5124591532550207,0.5118555999841297,0.582635525268177,0.5842943975850102,0.5834649614265937
3310,3311,0.005807,-118.925941,37.505825,3125,-118.926933,37.511547,3293,-118.926437,37.508686,3209.0,0.5124591532550207,0.5122937824927697,0.5123764678738951,0.5842943975850102,0.58524808666337,0.5847712421241902
3311,3312,0.012111,-118.926933,37.511547,3293,-118.935463,37.520145,3206,-118.931198,37.515846,3249.5,0.5122937824927697,0.5108717939827047,0.5115827882377372,0.58524808666337,0.5866811203396612,0.5859646035015156
3312,3313,0.009654,-118.935463,37.520145,3206,-118.943619,37.525311,3240,-118.939541,37.522728,3223.0,0.5108717939827047,0.5095121529172769,0.5101919734499908,0.5866811203396612,0.5875421405736372,0.5871116304566493
3313,3314,0.015534,-118.943619,37.525311,3240,-118.959137,37.52602,3187,-118.951378,37.5256655,3213.5,0.5095121529172769,0.5069252340779796,0.5082186934976283,0.5875421405736372,0.5876603100172859,0.5876012252954615
3314,3315,0.011002,-118.959137,37.52602,3187,-118.965668,37.534874,3340,-118.9624025,37.530447,3263.5,0.5069252340779796,0.5058364876583741,0.5063808608681768,0.5876603100172859,0.5891360113629341,0.5883981606901101
3315,3316,0.00755,-118.965668,37.534874,3340,-118.96756,37.542183,3168,-118.966614,37.5385285,3254.0,0.5058364876583741,0.5055210829384371,0.5056787852984056,0.5891360113629341,0.5903542066571901,0.589745109010062
3316,3317,0.006198,-118.96756,37.542183,3168,-118.967987,37.548367,3192,-118.9677735,37.545275,3180.0,0.5055210829384371,0.5054499001607371,0.5054854915495871,0.5903542066571901,0.5913848975450922,0.5908695521011411
3317,3318,0.013367,-118.967987,37.548367,3192,-118.961662,37.560143,3285,-118.9648245,37.554255,3238.5,0.5054499001607371,0.5065043054744715,0.5059771028176043,0.5913848975450922,0.593347610335509,0.5923662539403005
3318,3319,0.006484,-118.961662,37.560143,3285,-118.962669,37.566547,3217,-118.9621655,37.563345,3251.0,0.5065043054744715,0.5063364341462606,0.506420369810366,0.593347610335509,0.5944149687517657,0.5938812895436374
3319,3320,0.014431,-118.962669,37.566547,3217,-118.975197,37.573711,3060,-118.968933,37.570129,3138.5,0.5063364341462606,0.5042479614552766,0.5052921978007686,0.5944149687517657,0.5956089968114257,0.5950119827815956
3320,3321,0.003788,-118.975197,37.573711,3060,-118.977837,37.576427,3031,-118.976517,37.575069,3045.5,0.5042479614552766,0.5038078618460652,0.504027911650671,0.5956089968114257,0.5960616741160089,0.5958353354637173
3321,3322,0.015599,-118.977837,37.576427,3031,-118.983932,37.590786,2814,-118.9808845,37.5836065,2922.5,0.5038078618460652,0.5027917985437375,0.5032998301949013,0.5960616741160089,0.5984548970234137,0.5972582855697113
3322,3323,0.015312,-118.983932,37.590786,2814,-118.99398,37.602341,2787,-118.988956,37.5965635,2800.5,0.5027917985437375,0.5011167527583751,0.5019542756510562,0.5984548970234137,0.6003807756148941,0.5994178363191539
3323,3324,0.026297,-118.99398,37.602341,2787,-119.003189,37.626972,2594,-118.9985845,37.6146565,2690.5,0.5011167527583751,0.49958157196245284,0.5003491623604139,0.6003807756148941,0.6044860387552444,0.6024334071850692
3324,3325,0.008405,-119.003189,37.626972,2594,-119.000793,37.635029,2625,-119.001991,37.6310005,2609.5,0.49958157196245284,0.49998099569869253,0.4997812838305727,0.6044860387552444,0.6058289036459029,0.6051574712005736
3325,3326,0.008379,-119.000793,37.635029,2625,-118.995781,37.641743,2516,-118.998287,37.638386,2570.5,0.49998099569869253,0.5008165181386061,0.5003987569186493,0.6058289036459029,0.60694792994302,0.6063884167944615
3326,3327,0.012866,-118.995781,37.641743,2516,-118.985313,37.649223,2460,-118.990547,37.645483,2488.0,0.5008165181386061,0.502561579770887,0.5016890489547465,0.60694792994302,0.6081946259070421,0.6075712779250311
3327,3328,0.041993,-118.985313,37.649223,2460,-118.943764,37.643135,2334,-118.9645385,37.646179,2397.0,0.502561579770887,0.5094879807796492,0.5060247802752681,0.6081946259070421,0.6071799353951487,0.6076872806510953
3328,3329,0.011729,-118.943764,37.643135,2334,-118.932732,37.639153,2305,-118.938248,37.641144,2319.5,0.5094879807796492,0.5113270636920817,0.5104075222358655,0.6071799353951487,0.6065162531319487,0.6068480942635487
3331,3332,0.025181,-121.177841,37.464928,63,-121.194206,37.484066,65,-121.1860235,37.474497,64.0,0.13705752068551494,0.13432940322159673,0.13569346195355583,0.5774780707346624,0.580667812360257,0.5790729415474597
3331,3337,0.015688,-121.177841,37.464928,63,-121.16217,37.464203,40,-121.1700055,37.4645655,51.5,0.13705752068551494,0.1396699452976184,0.13836373299156668,0.5774780707346624,0.5773572345616785,0.5774176526481705
3336,3337,0.038353,-121.123817,37.464249,29,-121.16217,37.464203,40,-121.1429935,37.464226,34.5,0.1460635590521983,0.1396699452976184,0.14286675217490835,0.5773649014085169,0.5773572345616785,0.5773610679850978
3331,3580,0.009419,-121.177841,37.464928,63,-121.187111,37.466599,115,-121.182476,37.4657635,89.0,0.13705752068551494,0.1355121709213515,0.13628484580343322,0.5774780707346624,0.5777565772795665,0.5776173240071145
3331,3967,0.054126,-121.177841,37.464928,63,-121.146721,37.420643,73,-121.162281,37.4427855,68.0,0.13705752068551494,0.14224536153349376,0.13965144110950434,0.5774780707346624,0.5700970639476692,0.5737875673411659
3966,3967,0.016527,-121.138237,37.40646,72,-121.146721,37.420643,73,-121.142479,37.4135515,72.5,0.14365968164127743,0.14224536153349376,0.14295252158738558,0.5677331750629478,0.5700970639476692,0.5689151195053086
3332,3333,0.051033,-121.194206,37.484066,65,-121.228371,37.521976,66,-121.2112885,37.503021,65.5,0.13432940322159673,0.12863394748344772,0.13148167535252223,0.580667812360257,0.5869862941779136,0.5838270532690852
3333,3334,0.024787,-121.228371,37.521976,66,-121.248131,37.536942,64,-121.238251,37.529459,65.0,0.12863394748344772,0.1253398685902574,0.12698690803685256,0.5869862941779136,0.589480686129458,0.5882334901536859
3336,3730,0.029182,-121.123817,37.464249,29,-121.107246,37.440228,33,-121.1155315,37.4522385,31.0,0.1460635590521983,0.14882601762198777,0.14744478833709304,0.5773649014085169,0.5733613073240551,0.575363104366286
3338,3339,0.003331,-120.820663,37.474014,36,-120.817993,37.472023,36,-120.819328,37.4730185,36.0,0.1966006639502746,0.19704576469140814,0.19682321432084138,0.5789924396556647,0.5786605985240654,0.578826519089865
3339,3340,0.012201,-120.817993,37.472023,36,-120.809837,37.462948,40,-120.813915,37.4674855,38.0,0.19704576469140814,0.19840540575683588,0.197725585224122,0.5786605985240654,0.5771480629794796,0.5779043307517725
3340,3454,0.012583,-120.809837,37.462948,40,-120.798889,37.456745,36,-120.804363,37.4598465,38.0,0.19840540575683588,0.20023048549988423,0.19931794562836005,0.5771480629794796,0.5761142053504921,0.5766311341649859
3342,3343,0.024874,-121.864853,37.571774,74,-121.85289,37.549965,195,-121.8588715,37.5608695,134.5,0.022529599199286002,0.02452388390572362,0.02352674155250481,0.5952861558913298,0.5916512371374062,0.5934686965143681
3343,3344,0.011249,-121.85289,37.549965,195,-121.851921,37.538757,196,-121.8524055,37.544361,195.5,0.02452388390572362,0.024685420466831583,0.024604652186277602,0.5916512371374062,0.5897831932383739,0.5907172151878901
3344,3345,0.015459,-121.851921,37.538757,196,-121.845886,37.524525,114,-121.8489035,37.53164099999999,155.0,0.024685420466831583,0.02569148150531518,0.025188450986073384,0.5897831932383739,0.587411137495064,0.588597165366719
3345,3346,0.008413,-121.845886,37.524525,114,-121.843964,37.516335,258,-121.844925,37.52043,186.0,0.02569148150531518,0.02601188735717187,0.025851684431243527,0.587411137495064,0.5860461054168103,0.5867286214559372
3346,3347,0.01548,-121.843964,37.516335,258,-121.83268,37.505737,289,-121.838322,37.511036,273.5,0.02601188735717187,0.02789297977775696,0.026952433567464414,0.5860461054168103,0.5842797305736691,0.5851629179952398
3347,3348,0.006836,-121.83268,37.505737,289,-121.830841,37.499153,283,-121.8317605,37.502445,286.0,0.02789297977775696,0.028199549164626476,0.02804626447119172,0.5842797305736691,0.5831823714523958,0.5837310510130325
3348,3349,0.009723,-121.830841,37.499153,283,-121.83432,37.490074,372,-121.8325805,37.4946135,327.5,0.028199549164626476,0.027619584565972535,0.027909566865299506,0.5831823714523958,0.5816691692254768,0.5824257703389364
3349,3350,0.009345,-121.83432,37.490074,372,-121.83577,37.480843,446,-121.835045,37.4854585,409.0,0.027619584565972535,0.02737786318970249,0.027498723877837514,0.5816691692254768,0.5801306330698772,0.580899901147677
3350,3351,0.014039,-121.83577,37.480843,446,-121.834068,37.466908,360,-121.834919,37.4738755,403.0,0.02737786318970249,0.02766159407412509,0.02751972863191379,0.5801306330698772,0.577808078489844,0.5789693557798605
3351,3352,0.010779,-121.834068,37.466908,360,-121.83371,37.456135,360,-121.833889,37.4615215,360.0,0.02766159407412509,0.02772127424840547,0.02769143416126528,0.577808078489844,0.5760125362946035,0.5769103073922237
3352,3353,0.010901,-121.83371,37.456135,360,-121.828247,37.446701,311,-121.8309785,37.451418,335.5,0.02772127424840547,0.02863198037155664,0.028176627309981057,0.5760125362946035,0.5744401660105676,0.5752263511525855
